chembl_id,smiles,pIC50,n
CHEMBL5201546,Cc1ccc(N)cc1C(=O)N[C@@H](C)c1cccc2ccccc12,5.62,1
CHEMBL5171214,CC(=O)Nc1ccc(C)c(C(=O)N[C@@H](C)c2cccc3ccccc23)c1,5.3,1
CHEMBL562121,Cc1ccccc1C(=O)NC(C)c1ccc2ccccc2c1,4.63,1
CHEMBL1173049,COc1ccc(CNC(=O)C2CCN(Cc3cccc4ccccc34)CC2)cc1,3.997,1
CHEMBL445978,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,4.42,1
CHEMBL395990,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,4.57,1
CHEMBL611029,O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,4.48,1
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,5.38,3
CHEMBL464274,O=C(/C=C/CCc1ccc(O)c(O)c1)CCc1ccc(O)c(O)c1,5.39,1
CHEMBL186141,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,4.82,1
CHEMBL4802135,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,7.52,36
CHEMBL5208946,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1.O=C(O)C(F)(F)F,8.1,1
CHEMBL5174111,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1,6.398,4
CHEMBL5183847,Cn1cnc(Cn2c(=O)[nH]/c(=N\c3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,7.943,4
CHEMBL5082224,O=C(c1cc(=O)[nH]c(=O)[nH]1)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,5.38,5
CHEMBL5188908,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.36,1
CHEMBL5188502,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cncc3ccccc23)CCN1c1ccc(Cl)c(Cl)c1,9.36,1
CHEMBL5201620,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.1,1
CHEMBL5172248,O=C(NCc1cccs1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.21,1
CHEMBL5180494,O=C(NCc1ccco1)[C@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,8.53,1
CHEMBL5192350,O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.46,1
CHEMBL5204987,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1c1ccc(Cl)c(Cl)c1,9.4,1
CHEMBL5181886,O=C(NCc1ccco1)C1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.23,1
CHEMBL5188982,O=C(NCc1ccco1)[C@@H]1CN(C(=O)c2cc(=O)[nH]c(=O)[nH]2)CCN1Cc1ccc(Cl)cc1Cl,9.32,1
CHEMBL5180524,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCc4ccccc4Cl)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,7.75,1
CHEMBL5200851,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)CCl)c1ccc(-n2cccc2)cc1)c1ccccc1,7.3,1
CHEMBL5173559,C[C@H](NC(=O)[C@@H](c1cccnc1)N(C(=O)C(Cl)Cl)c1ccc(-c2ccccc2)cc1)c1ccccc1,6.17,7
CHEMBL3605457,CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1,5.14,1
CHEMBL549695,Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.69,21
CHEMBL5077800,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.0,1
CHEMBL5071508,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2cccs2)c1,6.23,1
CHEMBL5179681,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(C(=O)NCC3CCO3)s2)c1,6.09,1
CHEMBL5183676,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@H](O)C3)s2)c1,6.16,1
CHEMBL5185454,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN3CC[C@@H](O)C3)s2)c1,6.19,1
CHEMBL5183892,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CCOC3)s2)c1,6.48,2
CHEMBL5199419,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CCOC3)s2)c1,6.21,1
CHEMBL5171009,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC[C@H]3CCCO3)s2)c1,6.12,1
CHEMBL5201060,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(C(=O)O)s2)c1,6.01,1
CHEMBL5173688,COC(=O)c1ccc(-c2cccc([C@@H](C)NC(=O)c3cc(NC4CNC4)ccc3C)c2)s1,6.09,1
CHEMBL5179021,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCC(O)C3)s2)c1,6.77,1
CHEMBL5085659,CC(=O)NCc1ccc(-c2cccc([C@@H](C)NC(=O)c3cc(NC4CNC4)ccc3C)c2)s1,6.43,2
CHEMBL5175433,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CNC3CCNC3=O)s2)c1,6.19,1
CHEMBL5085054,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@H](O)C3)s2)c1,6.68,2
CHEMBL5207904,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@@H]3CC[C@@H](O)C3)s2)c1,6.37,1
CHEMBL5079592,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](O)C3)s2)c1,6.95,3
CHEMBL5208693,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@H](O)C3)s2)c1,6.6,1
CHEMBL5093083,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.62,1
CHEMBL5072144,Cc1ccc(N(C)C2CNC2)cc1C(=O)N[C@H](C)c1nccc2ccccc12,4.25,1
CHEMBL5073830,Cc1ccc(NC2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.995,2
CHEMBL5180299,Cc1ccc(NC2CCN(C)CC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.16,1
CHEMBL5182901,Cc1ccc(NC(=O)C2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.1,1
CHEMBL5177666,CCCCC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.9,3
CHEMBL5172181,C=CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,5.19,2
CHEMBL5197139,Cc1ccc(NC(=O)NC(N)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.29,2
CHEMBL5172897,Cc1ccc(NC(=O)Oc2ccc([N+](=O)[O-])cc2)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.16,3
CHEMBL5171621,CCCCNC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.78,2
CHEMBL5175380,Nc1cc(C(=O)Nc2cccc3ccccc23)cc(C(F)(F)F)c1,4.37,1
CHEMBL5175329,Cc1cc(N)ccc1C(=O)N[C@H](C)c1cccc2ccccc12,5.12,1
CHEMBL5170174,Cc1ccc(N(C)C)cc1C(=O)N[C@H](C)c1cccc2ccccc12,5.0,1
CHEMBL5187526,Cc1cc(NS(C)(=O)=O)ccc1C(=O)N[C@H](C)c1cccc2ccccc12,5.0,1
CHEMBL5199721,C[C@H](c1cccc2ccccc12)N1Cc2ccccc2C1,5.12,1
CHEMBL5180056,C[C@@H](NC(=O)c1ccccc1Cl)c1cccc2ccccc12,4.82,1
CHEMBL5200289,Cc1ccsc1C(=O)N[C@H](C)c1cccc2ccccc12,4.38,1
CHEMBL5174096,CC(c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl,5.14,2
CHEMBL5183725,Cc1ccccc1[C@@H](C)N(C)Cc1cc(O)ccc1Cl,5.18,1
CHEMBL5174607,C[C@H](c1cccc2ccccc12)N(C)Cc1cccc2[nH]ccc12,6.21,3
CHEMBL5207076,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc2[nH]ncc2c1,6.18,3
CHEMBL5182315,C[C@H](c1cccc2ccccc12)N(C)Cc1c[nH]c2ccccc12,6.17,6
CHEMBL5200707,Cc1ccc(O)cc1CN(C)[C@H](C)c1cccc2ccccc12,6.06,3
CHEMBL5205511,Cc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12,6.05,2
CHEMBL5176085,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1Cl,6.1,2
CHEMBL5184650,COc1cc(O)ccc1CN(C)[C@H](C)c1cccc2ccccc12,6.245,2
CHEMBL5174085,Cc1ccc(N)cc1CN(C)[C@H](C)c1cccc2ccccc12,6.025,2
CHEMBL5173886,C[C@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1,6.17,7
CHEMBL5178750,C[C@@H](c1cccc2ccccc12)N(C)Cc1ccc(O)cc1,4.699,1
CHEMBL3233815,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(F)c2)CC1,5.76,3
CHEMBL3233809,CC(=O)Nc1cccc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,5.57,5
CHEMBL3233822,COc1cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)ccn1,5.73,3
CHEMBL5192637,CC(=O)Nc1cc(F)cc(CNC(=O)C2CCN([C@H](C)c3cccc4ccccc34)CC2)c1,5.95,3
CHEMBL5171052,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCC2CCN(C)CC2)CC1,5.67,3
CHEMBL5175589,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)CN(C)C)c2)CC1,5.82,3
CHEMBL5180567,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cccc(NC(=O)N3CCN(C)CC3)c2)CC1,6.24,3
CHEMBL5187162,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)CN(C)C)c2)CC1,6.11,3
CHEMBL5191209,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)NCc2cc(F)cc(NC(=O)N3CCN(C)CC3)c2)CC1,6.36,6
CHEMBL5075209,CC(C)(C)OC(=O)Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.17,12
CHEMBL5174025,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,5.301,1
CHEMBL5198567,CC(C)(C)OC(=O)Nc1cccn(C(CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,6.295,2
CHEMBL5198073,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,8.02,1
CHEMBL5179778,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.42,1
CHEMBL5190754,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)[C@@H](F)Cl,7.55,1
CHEMBL5179611,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@H](F)Cl,8.32,1
CHEMBL5195394,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)NN(C[C@H]3CCNC3=O)C(=O)[C@H](F)Cl)cc12,7.81,1
CHEMBL5197241,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)[C@@H](F)Cl,6.33,1
CHEMBL5172924,CC(=O)N(C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc2c(F)cccc2[nH]1,6.48,1
CHEMBL5194970,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCNC1=O,4.62,2
CHEMBL5177181,O=C(CSc1nc2cc(Cl)ccc2n1Cc1ccccc1)N1CCOC1=O,4.21,1
CHEMBL5170254,CC(C)(C)c1ccc2c(c1)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1,4.46,1
CHEMBL5184754,O=C1NCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.52,1
CHEMBL5194113,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCNC1=O)n2Cc1ccccc1,4.49,1
CHEMBL5191524,O=C1OCCN1C(=O)C(Cc1ccccc1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.57,1
CHEMBL5182801,Cc1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.44,1
CHEMBL5186585,CC(C)(C)c1ccc2c(c1)nc(SC(Cc1ccccc1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.53,1
CHEMBL5179857,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)ccc2n1Cc1ccccc1,4.83,1
CHEMBL5205104,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(Cl)cc2n1Cc1ccccc1,4.28,1
CHEMBL5196969,COc1ccc2nc(SC(Cc3ccco3)C(=O)N3CCOC3=O)n(Cc3ccccc3)c2c1,4.27,1
CHEMBL5202324,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2ccc(O)cc2n1Cc1ccccc1,4.25,1
CHEMBL5179950,O=C(CSc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1)N1CCOC1=O,4.53,1
CHEMBL5172920,COc1cc2c(cc1Cl)nc(SCC(=O)N1CCOC1=O)n2Cc1ccccc1,4.28,1
CHEMBL5202164,O=C(CSc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1)N1CCOC1=O,4.45,1
CHEMBL5189428,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1,4.51,1
CHEMBL5201497,COc1cc2c(cc1Cl)nc(SC(Cc1ccco1)C(=O)N1CCOC1=O)n2Cc1ccccc1,4.56,1
CHEMBL5205913,O=C1OCCN1C(=O)C(Cc1ccco1)Sc1nc2cc(Cl)c(O)cc2n1Cc1ccccc1,4.34,1
CHEMBL5171142,COCCn1c(C(=O)NCC(O)c2ccccc2)nc2ccccc2c1=O,4.27,1
CHEMBL5202866,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.72,3
CHEMBL5178875,C=C(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.96,1
CHEMBL5205477,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.32,1
CHEMBL5189578,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccco1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.28,1
CHEMBL5190267,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.82,1
CHEMBL5176166,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.22,1
CHEMBL5203715,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.44,1
CHEMBL5178556,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.89,1
CHEMBL5185670,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.8,1
CHEMBL5169820,CC(C)[C@](C)(NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.11,1
CHEMBL5204033,CC(C)(C)C[C@H](NC(=O)C(C)(C)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.31,1
CHEMBL5199403,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)C1(NC(=O)OCc2ccccc2)CC1,6.46,1
CHEMBL5208464,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C1CC1,8.08,1
CHEMBL5193629,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.19,1
CHEMBL5173899,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1cccc(Cl)c1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.28,1
CHEMBL5177381,CC(C)[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.8,1
CHEMBL5203726,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cc2ccccc2[nH]1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.28,1
CHEMBL5201264,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@H]1CCNC1=O)C2(C)C,7.535,2
CHEMBL5205992,CC(C)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CC1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],7.52,1
CHEMBL5171771,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.07,3
CHEMBL5183770,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.82,1
CHEMBL5202077,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.48,1
CHEMBL5178763,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.22,1
CHEMBL5203900,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.33,1
CHEMBL5196043,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,8.03,1
CHEMBL5180793,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,7.72,2
CHEMBL5175509,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC1CC1)C2(C)C)C(C)(C)C,6.44,1
CHEMBL5203173,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCC1CC1)C2(C)C)C(C)(C)C,6.21,1
CHEMBL5203431,CCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,7.12,1
CHEMBL5179663,CCCCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,6.43,1
CHEMBL5170923,CCCCCCNC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,6.14,1
CHEMBL5200532,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1)C2(C)C)C(C)(C)C,6.92,1
CHEMBL5197166,CC(C)(C)NC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)C,7.64,1
CHEMBL5206924,CC(C)(C)C[C@H](NC(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.77,1
CHEMBL5182608,CC(C)(C)NC(=O)N[C@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C(C)(C)C,7.58,1
CHEMBL5206180,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.75,1
CHEMBL5204666,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(N)=O)C2(C)C)C(C)(C)C,6.82,1
CHEMBL5184261,CC(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,7.66,1
CHEMBL5187437,CC(C)(C)OC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,7.35,1
CHEMBL5183731,CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,7.23,1
CHEMBL5207867,C[C@@H](OC(C)(C)C)[C@H](NC(=O)NC(C)(C)C)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.01,1
CHEMBL5176816,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,6.92,1
CHEMBL5176204,CC(C)(C)CC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,6.14,1
CHEMBL5205883,N=C(N)Nc1ccc2c(c1)B(O)OC2,5.0,1
CHEMBL5198559,N=C(N)Nc1ccc(C(=O)Nc2ccc3c(c2)B(O)OC3)cc1,4.86,1
CHEMBL5199388,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccccc2)c1,5.21,2
CHEMBL5181062,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(NCc2ccccc2)c1,4.25,1
CHEMBL5200317,O=C(Nc1cccc(C(=O)Nc2ccc3c(c2)B(O)OC3)c1)c1ccccc1,4.28,1
CHEMBL468553,O=C(Oc1cncc(Cl)c1)c1cccs1,6.695,6
CHEMBL5187156,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccccc2)n1,4.42,1
CHEMBL5188282,Cc1cccc(COc2cccc(C(=O)Nc3ccc4c(c3)B(O)OC4)c2)c1,4.22,1
CHEMBL5189793,CC(C)=CCc1cc(/C=C2\OC(=O)C(c3cc4c(cc3O)OC(C)(C)CC4)=C2O)ccc1O,4.99,1
CHEMBL5186663,CC(C)(O)C1Cc2cc(/C=C3\OC(=O)C(c4cc5c(cc4O)OC(C)(C)C(O)C5)=C3O)ccc2O1,5.03,1
CHEMBL5196901,CC(C)=CCc1cc(/C=C2\OC(=O)C(c3cc(CCC(C)(C)O)c(O)cc3O)=C2O)ccc1O,5.11,1
CHEMBL5207375,CC(C)=CCC/C(C)=C/CC[C@]1(C)C=Cc2c(C=O)c(O)c(C)c(O)c2O1,4.68,1
CHEMBL5208498,Cn1cnc(Cn2c(=O)nc(Nc3cc4c(F)n(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,7.72,1
CHEMBL5194350,CCn1cc2cc(Nc3nc(=O)n(Cc4ncn(C)n4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,7.85,1
CHEMBL5201925,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(CC(F)F)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1,8.05,1
CHEMBL5188818,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(Cl)c(F)cc3F)c2=O)n1,8.3,1
CHEMBL5207127,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)c(F)c3)c2=O)n1,8.0,1
